format,image,mana_cost,name,percentage_deck,played_number,type
standard,https://cdn1.mtggoldfish.com/images/gf/Mountain%2B%253C253%253E%2B%255BTHB%255D.jpg,0,Mountain,32%,3.7,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Needleverge%2BPathway%2B%255BZNR%255D.jpg,0,Needleverge Pathway,31%,3.4,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Scalding%2BTarn%2B%255BMH2%255D.jpg,0,Scalding Tarn,37%,2.6,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Flooded%2BStrand%2B%255BKTK%255D.jpg,0,Flooded Strand,33%,3.2,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Wooded%2BFoothills%2B%255BKTK%255D.jpg,0,Wooded Foothills,33%,2.6,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Breeding%2BPool%2B%255BRNA%255D.jpg,0,Breeding Pool,32%,1.2,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Stomping%2BGround%2B%255BRNA%255D.jpg,0,Stomping Ground,30%,1.4,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Hallowed%2BFountain%2B%255BRNA%255D.jpg,0,Hallowed Fountain,28%,1.6,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Plains%2B%253C250%253E%2B%255BTHB%255D.jpg,0,Plains,25%,1.8,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Raugrin%2BTriome%2B%255BIKO%255D.jpg,0,Raugrin Triome,24%,1.1,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Otawara%252C%2BSoaring%2BCity%2B%255BNEO%255D.jpg,0,"Otawara, Soaring City",24%,1.2,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Windswept%2BHeath%2B%255BKTK%255D.jpg,0,Windswept Heath,24%,2.9,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Sacred%2BFoundry%2B%255BGRN%255D.jpg,0,Sacred Foundry,24%,1.4,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Mountain%2B%253C253%253E%2B%255BTHB%255D.jpg,0,Mountain,22%,2.4,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Ketria%2BTriome%2B%253Cplaneswalker%2Bstamp%253E%2B%255BIKO%255D.jpg,0,Ketria Triome,21%,1.0,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Temple%2BGarden%2B%255BGRN%255D.jpg,0,Temple Garden,19%,1.4,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Cavern%2Bof%2BSouls%2B%255BAVR%255D.jpg,0,Cavern of Souls,17%,2.8,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Spirebluff%2BCanal%2B%255BKLD%255D.jpg,0,Spirebluff Canal,16%,3.3,lands
pauper,https://cdn1.mtggoldfish.com/images/gf/Ephemerate%2B%255BMH1%255D.jpg,0,Ephemerate,9%,2.6,spells
pauper,https://cdn1.mtggoldfish.com/images/gf/Fireblast%2B%255BVI%255D.jpg,0,Fireblast,8%,3.7,spells
pauper,https://cdn1.mtggoldfish.com/images/gf/Heliod%2527s%2BPilgrim%2B%255BM15%255D.jpg,0,Heliod's Pilgrim,4%,1.8,creatures
pauper,https://cdn1.mtggoldfish.com/images/gf/Soul%2Bof%2BMigration%2B%255BMH2%255D.jpg,0,Soul of Migration,4%,1.2,creatures
standard,https://cdn1.mtggoldfish.com/images/gf/Brightclimb%2BPathway%2B%255BZNR%255D.jpg,0,Brightclimb Pathway,29%,3.8,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Shattered%2BSanctum%2B%255BVOW%255D.jpg,0,Shattered Sanctum,28%,3.7,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Hall%2Bof%2BStorm%2BGiants%2B%253Cclassic%2Bmodule%253E%2B%255BAFR%255D.jpg,0,Hall of Storm Giants,28%,1.5,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Takenuma%252C%2BAbandoned%2BMire%2B%255BNEO%255D.jpg,0,"Takenuma, Abandoned Mire",27%,1.1,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Otawara%252C%2BSoaring%2BCity%2B%255BNEO%255D.jpg,0,"Otawara, Soaring City",26%,1.1,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Deserted%2BBeach%2B%255BMID%255D.jpg,0,Deserted Beach,25%,3.2,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Cave%2Bof%2Bthe%2BFrost%2BDragon%2B%255BAFR%255D.jpg,0,Cave of the Frost Dragon,24%,1.8,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Fury%2B%255BMH2%255D.jpg,0,Fury,34%,2.7,creatures
modern,https://cdn1.mtggoldfish.com/images/gf/Urza%2527s%2BSaga%2B%255BMH2%255D.jpg,0,Urza's Saga,16%,3.7,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Polluted%2BDelta%2B%255BKTK%255D.jpg,0,Polluted Delta,16%,2.3,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Snow-Covered%2BIsland%2B%253C279%253E%2B%255BKHM%255D.jpg,0,Snow-Covered Island,15%,1.9,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Swamp%2B%253C252%253E%2B%255BTHB%255D.jpg,0,Swamp,14%,1.6,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Snow-Covered%2BPlains%2B%253C276%253E%2B%255BKHM%255D.jpg,0,Snow-Covered Plains,13%,1.8,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Arid%2BMesa%2B%255BMH2%255D.jpg,0,Arid Mesa,13%,2.8,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Snow-Covered%2BForest%2B%253C285%253E%2B%255BKHM%255D.jpg,0,Snow-Covered Forest,13%,1.6,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Verdant%2BCatacombs%2B%255BMH2%255D.jpg,0,Verdant Catacombs,12%,3.0,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Fiery%2BIslet%2B%255BMH1%255D.jpg,0,Fiery Islet,11%,1.3,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Hengegate%2BPathway%2B%255BKHM%255D.jpg,0,Hengegate Pathway,24%,3.1,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Riverglide%2BPathway%2B%255BZNR%255D.jpg,0,Riverglide Pathway,21%,3.9,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Sundown%2BPass%2B%255BVOW%255D.jpg,0,Sundown Pass,21%,2.5,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Field%2Bof%2BRuin%2B%255BMID%255D.jpg,0,Field of Ruin,20%,1.7,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Stormcarved%2BCoast%2B%255BVOW%255D.jpg,0,Stormcarved Coast,20%,3.8,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Boseiju%252C%2BWho%2BEndures%2B%255BNEO%255D.jpg,0,"Boseiju, Who Endures",20%,1.3,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Forest%2B%253C254%253E%2B%255BTHB%255D.jpg,0,Forest,19%,2.9,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Branchloft%2BPathway%2B%253Cborderless%253E%2B%255BZNR%255D.jpg,0,Branchloft Pathway,17%,3.8,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Lair%2Bof%2Bthe%2BHydra%2B%255BAFR%255D.jpg,0,Lair of the Hydra,17%,1.7,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Sokenzan%252C%2BCrucible%2Bof%2BDefiance%2B%255BNEO%255D.jpg,0,"Sokenzan, Crucible of Defiance",15%,1.1,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Overgrown%2BFarmland%2B%255BMID%255D.jpg,0,Overgrown Farmland,14%,3.1,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Cragcrown%2BPathway%2B%255BZNR%255D.jpg,0,Cragcrown Pathway,14%,3.6,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Clearwater%2BPathway%2B%255BZNR%255D.jpg,0,Clearwater Pathway,13%,3.5,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Den%2Bof%2Bthe%2BBugbear%2B%255BAFR%255D.jpg,0,Den of the Bugbear,13%,2.1,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Rockfall%2BVale%2B%255BDBL%255D.jpg,0,Rockfall Vale,9%,2.2,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Endurance%2B%255BMH2%255D.jpg,0,Endurance,34%,2.5,creatures
modern,https://cdn1.mtggoldfish.com/images/gf/Ragavan%252C%2BNimble%2BPilferer%2B%255BMH2%255D.jpg,0,"Ragavan, Nimble Pilferer",25%,3.9,creatures
modern,https://cdn1.mtggoldfish.com/images/gf/Solitude%2B%255BMH2%255D.jpg,0,Solitude,23%,3.9,creatures
modern,https://cdn1.mtggoldfish.com/images/gf/Omnath%252C%2BLocus%2Bof%2BCreation%2B%253Cshowcase%253E%2B%255BZNR%255D.jpg,0,"Omnath, Locus of Creation",14%,3.9,creatures
modern,https://cdn1.mtggoldfish.com/images/gf/Dragon%2527s%2BRage%2BChanneler%2B%255BMH2%255D.jpg,0,Dragon's Rage Channeler,14%,4.0,creatures
modern,https://cdn1.mtggoldfish.com/images/gf/Yorion%252C%2BSky%2BNomad%2B%255BIKO%255D.jpg,0,"Yorion, Sky Nomad",13%,1.0,creatures
modern,https://cdn1.mtggoldfish.com/images/gf/Sanctifier%2Ben-Vec%2B%255BMH2%255D.jpg,0,Sanctifier en-Vec,12%,2.1,creatures
modern,https://cdn1.mtggoldfish.com/images/gf/Murktide%2BRegent%2B%253Cshowcase%253E%2B%255BMH2%255D.jpg,0,Murktide Regent,11%,3.7,creatures
modern,https://cdn1.mtggoldfish.com/images/gf/Brazen%2BBorrower%2B%255BELD%255D.jpg,0,Brazen Borrower,11%,2.7,creatures
modern,https://cdn1.mtggoldfish.com/images/gf/Valakut%252C%2Bthe%2BMolten%2BPinnacle%2B%255BPRM-LPC%255D.jpg,0,"Valakut, the Molten Pinnacle",10%,2.3,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Overgrown%2BTomb%2B%255BGRN%255D.jpg,0,Overgrown Tomb,9%,2.0,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Snow-Covered%2BMountain%2B%253C283%253E%2B%255BKHM%255D.jpg,0,Snow-Covered Mountain,9%,1.2,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Bloodstained%2BMire%2B%255BKTK%255D.jpg,0,Bloodstained Mire,9%,3.3,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Tolaria%2BWest%2B%255BTSR%255D.jpg,0,Tolaria West,9%,1.8,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Blast%2BZone%2B%255BWAR%255D.jpg,0,Blast Zone,9%,1.2,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Castle%2BGarenbrig%2B%255BELD%255D.jpg,0,Castle Garenbrig,9%,2.1,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Urborg%252C%2BTomb%2Bof%2BYawgmoth%2B%255BTSR%255D.jpg,0,"Urborg, Tomb of Yawgmoth",8%,1.0,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Blood%2BCrypt%2B%255BRNA%255D.jpg,0,Blood Crypt,8%,1.7,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Simic%2BGrowth%2BChamber%2B%255BAFC%255D.jpg,0,Simic Growth Chamber,8%,4.0,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Radiant%2BFountain%2B%255BM21%255D.jpg,0,Radiant Fountain,8%,1.0,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Gruul%2BTurf%2B%255BNEC%255D.jpg,0,Gruul Turf,8%,2.9,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Vesuva%2B%255BTSR%255D.jpg,0,Vesuva,8%,1.0,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Bojuka%2BBog%2B%255BC21%255D.jpg,0,Bojuka Bog,7%,1.0,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Engineered%2BExplosives%2B%255BUMA%255D.jpg,0,Engineered Explosives,40%,1.7,spells
standard,https://cdn1.mtggoldfish.com/images/gf/Luminarch%2BAspirant%2B%255BZNR%255D.jpg,0,Luminarch Aspirant,23%,3.9,creatures
standard,https://cdn1.mtggoldfish.com/images/gf/The%2BWandering%2BEmperor%2B%253Cborderless%253E%2B%255BNEO%255D.jpg,0,The Wandering Emperor,41%,2.6,spells
standard,https://cdn1.mtggoldfish.com/images/gf/Shipwreck%2BMarsh%2B%255BMID%255D.jpg,0,Shipwreck Marsh,9%,3.0,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Blightstep%2BPathway%2B%255BKHM%255D.jpg,0,Blightstep Pathway,8%,3.4,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Haunted%2BRidge%2B%255BMID%255D.jpg,0,Haunted Ridge,6%,3.3,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Crawling%2BBarrens%2B%253Cplaneswalker%2Bstamp%253E%2B%255BZNR%255D.jpg,0,Crawling Barrens,5%,2.6,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Snow-Covered%2BForest%2B%253C285%253E%2B%255BKHM%255D.jpg,0,Snow-Covered Forest,4%,17.2,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Snow-Covered%2BSwamp%2B%253C281%253E%2B%255BKHM%255D.jpg,0,Snow-Covered Swamp,4%,8.4,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Darkbore%2BPathway%2B%255BKHM%255D.jpg,0,Darkbore Pathway,3%,3.4,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Barkchannel%2BPathway%2B%255BKHM%255D.jpg,0,Barkchannel Pathway,3%,3.3,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Deathcap%2BGlade%2B%255BVOW%255D.jpg,0,Deathcap Glade,3%,2.8,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Furycalm%2BSnarl%2B%255BSTX%255D.jpg,0,Furycalm Snarl,2%,3.6,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Snow-Covered%2BPlains%2B%253C276%253E%2B%255BKHM%255D.jpg,0,Snow-Covered Plains,2%,7.9,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Dreamroot%2BCascade%2B%255BVOW%255D.jpg,0,Dreamroot Cascade,2%,3.0,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Shineshadow%2BSnarl%2B%255BSTX%255D.jpg,0,Shineshadow Snarl,1%,2.4,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Woodland%2BChasm%2B%255BKHM%255D.jpg,0,Woodland Chasm,1%,2.4,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Emrakul%252C%2Bthe%2BPromised%2BEnd%2B%255BEMN%255D.jpg,0,"Emrakul, the Promised End",10%,1.0,creatures
modern,https://cdn1.mtggoldfish.com/images/gf/Shardless%2BAgent%2B%255BMH2%255D.jpg,0,Shardless Agent,10%,4.0,creatures
modern,https://cdn1.mtggoldfish.com/images/gf/Walking%2BBallista%2B%255BAER%255D.jpg,0,Walking Ballista,10%,2.3,creatures
modern,https://cdn1.mtggoldfish.com/images/gf/Dryad%2Bof%2Bthe%2BIlysian%2BGrove%2B%255BTHB%255D.jpg,0,Dryad of the Ilysian Grove,10%,3.9,creatures
modern,https://cdn1.mtggoldfish.com/images/gf/Primeval%2BTitan%2B%255BIMA%255D.jpg,0,Primeval Titan,10%,3.9,creatures
modern,https://cdn1.mtggoldfish.com/images/gf/Emrakul%252C%2Bthe%2BAeons%2BTorn%2B%255BMM2%255D.jpg,0,"Emrakul, the Aeons Torn",9%,1.1,creatures
modern,https://cdn1.mtggoldfish.com/images/gf/Subtlety%2B%255BMH2%255D.jpg,0,Subtlety,9%,2.2,creatures
modern,https://cdn1.mtggoldfish.com/images/gf/Arboreal%2BGrazer%2B%255BWAR%255D.jpg,0,Arboreal Grazer,9%,3.8,creatures
modern,https://cdn1.mtggoldfish.com/images/gf/Ice-Fang%2BCoatl%2B%255BMH1%255D.jpg,0,Ice-Fang Coatl,9%,3.5,creatures
modern,https://cdn1.mtggoldfish.com/images/gf/Azusa%252C%2BLost%2Bbut%2BSeeking%2B%255BM21%255D.jpg,0,"Azusa, Lost but Seeking",8%,1.6,creatures
modern,https://cdn1.mtggoldfish.com/images/gf/Magus%2Bof%2Bthe%2BMoon%2B%255BTSR%255D.jpg,0,Magus of the Moon,8%,1.6,creatures
modern,https://cdn1.mtggoldfish.com/images/gf/Cultivator%2BColossus%2B%255BVOW%255D.jpg,0,Cultivator Colossus,8%,1.8,creatures
pioneer,https://cdn1.mtggoldfish.com/images/gf/Island%2B%253C251%253E%2B%255BTHB%255D.jpg,0,Island,37%,2.1,lands
pioneer,https://cdn1.mtggoldfish.com/images/gf/Otawara%252C%2BSoaring%2BCity%2B%255BNEO%255D.jpg,0,"Otawara, Soaring City",34%,1.2,lands
pioneer,https://cdn1.mtggoldfish.com/images/gf/Plains%2B%253C250%253E%2B%255BTHB%255D.jpg,0,Plains,31%,2.2,lands
pioneer,https://cdn1.mtggoldfish.com/images/gf/Hallowed%2BFountain%2B%255BRNA%255D.jpg,0,Hallowed Fountain,25%,3.5,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Selesnya%2BSanctuary%2B%255BMIC%255D.jpg,0,Selesnya Sanctuary,7%,2.0,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Castle%2BVantress%2B%255BELD%255D.jpg,0,Castle Vantress,7%,1.7,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Sokenzan%252C%2BCrucible%2Bof%2BDefiance%2B%255BNEO%255D.jpg,0,"Sokenzan, Crucible of Defiance",7%,1.1,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Nurturing%2BPeatland%2B%255BMH1%255D.jpg,0,Nurturing Peatland,7%,1.8,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Mystic%2BGate%2B%255B2XM%255D.jpg,0,Mystic Gate,6%,2.3,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Urza%2527s%2BMine%2B%253CSphere%253E%2B%255BCHR%255D.jpg,0,Urza's Mine,6%,4.0,lands
modern,https://cdn1.mtggoldfish.com/images/gf/Force%2Bof%2BVigor%2B%253Cretro%253E%2B%255BMH2%255D.jpg,0,Force of Vigor,40%,2.5,spells
modern,https://cdn1.mtggoldfish.com/images/gf/Relic%2Bof%2BProgenitus%2B%255BMMA%255D.jpg,0,Relic of Progenitus,37%,2.0,spells
modern,https://cdn1.mtggoldfish.com/images/gf/Lightning%2BBolt%2B%255BMB1%255D.jpg,0,Lightning Bolt,37%,3.4,spells
modern,https://cdn1.mtggoldfish.com/images/gf/Prismatic%2BEnding%2B%255BMH2%255D.jpg,0,Prismatic Ending,32%,3.6,spells
modern,https://cdn1.mtggoldfish.com/images/gf/Teferi%252C%2BTime%2BRaveler%2B%253Cplaneswalker%2Bstamp%253E%2B%255BPELD%255D.jpg,0,"Teferi, Time Raveler",29%,3.5,spells
modern,https://cdn1.mtggoldfish.com/images/gf/Counterspell%2B%255BMH2%255D.jpg,0,Counterspell,28%,3.8,spells
modern,https://cdn1.mtggoldfish.com/images/gf/Force%2Bof%2BNegation%2B%255BMH1%255D.jpg,0,Force of Negation,26%,2.8,spells
modern,https://cdn1.mtggoldfish.com/images/gf/Veil%2Bof%2BSummer%2B%255BPLIST%255D.jpg,0,Veil of Summer,25%,2.5,spells
modern,https://cdn1.mtggoldfish.com/images/gf/Expressive%2BIteration%2B%255BSTX%255D.jpg,0,Expressive Iteration,24%,3.9,spells
modern,https://cdn1.mtggoldfish.com/images/gf/Mystical%2BDispute%2B%255BELD%255D.jpg,0,Mystical Dispute,24%,2.2,spells
standard,https://cdn1.mtggoldfish.com/images/gf/Legion%2BAngel%2B%255BZNR%255D.jpg,0,Legion Angel,21%,3.9,creatures
standard,https://cdn1.mtggoldfish.com/images/gf/Malevolent%2BHermit%2B%255BMID%255D.jpg,0,Malevolent Hermit,21%,2.7,creatures
standard,https://cdn1.mtggoldfish.com/images/gf/Goldspan%2BDragon%2B%253Cplaneswalker%2Bstamp%253E%2B%255BKHM%255D.jpg,0,Goldspan Dragon,21%,3.7,creatures
standard,https://cdn1.mtggoldfish.com/images/gf/Shambling%2BGhast%2B%255BAFR%255D.jpg,0,Shambling Ghast,19%,3.1,creatures
standard,https://cdn1.mtggoldfish.com/images/gf/Elite%2BSpellbinder%2B%255BSTX%255D.jpg,0,Elite Spellbinder,19%,3.4,creatures
standard,https://cdn1.mtggoldfish.com/images/gf/Hullbreaker%2BHorror%2B%255BVOW%255D.jpg,0,Hullbreaker Horror,17%,1.8,creatures
standard,https://cdn1.mtggoldfish.com/images/gf/Smoldering%2BEgg%2B%255BMID%255D.jpg,0,Smoldering Egg,16%,2.9,creatures
standard,https://cdn1.mtggoldfish.com/images/gf/Reidane%252C%2BGod%2Bof%2Bthe%2BWorthy%2B%253Cshowcase%253E%2B%255BKHM%255D.jpg,0,"Reidane, God of the Worthy",16%,2.3,creatures
standard,https://cdn1.mtggoldfish.com/images/gf/Skyclave%2BApparition%2B%253Cplaneswalker%2Bstamp%253E%2B%255BZNR%255D.jpg,0,Skyclave Apparition,16%,3.4,creatures
standard,https://cdn1.mtggoldfish.com/images/gf/Eyetwitch%2B%255BSTX%255D.jpg,0,Eyetwitch,15%,3.6,creatures
standard,https://cdn1.mtggoldfish.com/images/gf/Wedding%2BAnnouncement%2B%255BVOW%255D.jpg,0,Wedding Announcement,36%,3.7,spells
standard,https://cdn1.mtggoldfish.com/images/gf/The%2BMeathook%2BMassacre%2B%255BMID%255D.jpg,0,The Meathook Massacre,33%,2.9,spells
standard,https://cdn1.mtggoldfish.com/images/gf/Valorous%2BStance%2B%253Cprecon%253E%2B%255BCMR%255D.jpg,0,Valorous Stance,33%,2.4,spells
standard,https://cdn1.mtggoldfish.com/images/gf/Disdainful%2BStroke%2B%255BKHM%255D.jpg,0,Disdainful Stroke,31%,2.3,spells
standard,https://cdn1.mtggoldfish.com/images/gf/Negate%2B%255BM12%255D.jpg,0,Negate,28%,2.2,spells
standard,https://cdn1.mtggoldfish.com/images/gf/Vanishing%2BVerse%2B%255BSTX%255D.jpg,0,Vanishing Verse,28%,3.0,spells
standard,https://cdn1.mtggoldfish.com/images/gf/Go%2BBlank%2B%255BSTX%255D.jpg,0,Go Blank,28%,2.3,spells
standard,https://cdn1.mtggoldfish.com/images/gf/Test%2Bof%2BTalents%2B%255BSTX%255D.jpg,0,Test of Talents,28%,1.6,spells
standard,https://cdn1.mtggoldfish.com/images/gf/Jwari%2BDisruption%2B%255BZNR%255D.jpg,0,Jwari Disruption,27%,3.0,spells
standard,https://cdn1.mtggoldfish.com/images/gf/Tranquil%2BCove%2B%255BKTK%255D.jpg,0,Tranquil Cove,1%,1.8,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Snow-Covered%2BIsland%2B%253C279%253E%2B%255BKHM%255D.jpg,0,Snow-Covered Island,1%,10.2,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Roadside%2BReliquary%2B%255BNEO%255D.jpg,0,Roadside Reliquary,1%,1.8,lands
standard,https://cdn1.mtggoldfish.com/images/gf/Treasure%2BVault%2B%255BAFR%255D.jpg,0,Treasure Vault,1%,2.3,lands
